seed,task_id,task_type,policy,starts_in_model,success,task_steps,capped_steps,exploration_steps,replans,failure_reason,final_memory,final_memory_accepting,exploration_decisions,virtual_field_decisions,task_signal_available_decisions,field_changed_decisions,has_changed_decision,generic_counterfactual_action_switches,virtual_nodes_total,virtual_nodes_max,real_product_nodes_max,field_solve_seconds,max_field_residual,constant_source_roundoff_corrections,wall_seconds,cpu_seconds,sampled_peak_rss_bytes,process_peak_rss_bytes_so_far,states_known_at_end,virtual_nodes_mean
2303,2,condition_then,structural,True,True,7,7,0,7,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.017345406000004004,0.017341865000005896,67719168,67457024,93,0.0
2303,2,condition_then,frontier_t0,True,True,7,7,0,7,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.017163726000006818,0.017161198000003708,67719168,67457024,93,0.0
2303,2,condition_then,virtual_frontier,True,True,7,7,0,7,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.01723636099998771,0.017233622999995646,67719168,67457024,93,0.0
2303,2,condition_then,task_virtual_frontier,True,True,7,7,0,7,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.017240469999990182,0.01723778099999862,67719168,67457024,93,0.0
2303,3,sequence,structural,True,True,18,18,0,18,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.058136859000001095,0.05813403099999448,67719168,67457024,93,0.0
2303,3,sequence,frontier_t0,True,True,18,18,0,18,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.05775273099999367,0.05774984399999994,67719168,67457024,93,0.0
2303,3,sequence,virtual_frontier,True,True,18,18,0,18,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.05811981699997659,0.058116169000001605,67719168,67457024,93,0.0
2303,3,sequence,task_virtual_frontier,True,True,18,18,0,18,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.058060857000015176,0.05805733799999757,67719168,67457024,93,0.0
2303,4,all_of,structural,True,True,20,20,0,20,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.12714474300000234,0.12710110400000474,67719168,67457024,93,0.0
2303,4,all_of,frontier_t0,True,True,20,20,0,20,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.11888952099999983,0.11887408499999452,67719168,67457024,93,0.0
2303,4,all_of,virtual_frontier,True,True,20,20,0,20,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.11927107500000034,0.11926758900000323,67719168,67457024,93,0.0
2303,4,all_of,task_virtual_frontier,True,True,20,20,0,20,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.11890831599998819,0.11889587699999993,67719168,67457024,93,0.0
2303,5,condition_then,structural,True,True,12,12,0,12,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03383545199997684,0.0338324419999978,67719168,67457024,93,0.0
2303,5,condition_then,frontier_t0,True,True,12,12,0,12,success,2,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03367499199998747,0.033672252999998875,67719168,67457024,93,0.0
