slip,seed,task_id,task_type,planner,p_success,expected_cost,expected_steps_given_success,true_product_states,learned_states
0.1,2505,7,all_of,linear_oracle,0.9999999999999996,19.705516525295476,19.705516525295256,2364,297
0.1,2505,7,all_of,shortest_oracle,1.0000000000000002,20.531194531303754,20.531194531303864,2364,297
0.1,2505,7,all_of,ssp_optimal,0.9999999999999999,19.68981705979325,19.689817059793196,2364,297
0.1,2505,8,condition_then,linear,0.9999999999999994,8.560082931405939,8.56008293140566,740,297
0.1,2505,8,condition_then,shortest,0.9999999999999996,8.931530214505349,8.931530214505125,740,297
0.1,2505,8,condition_then,linear_empirical,0.9999999999999994,8.574940358492627,8.574940358492348,740,297
0.1,2505,8,condition_then,certainty_equivalent,0.9999999999999996,8.751511595234854,8.75151159523463,740,297
0.1,2505,8,condition_then,linear_oracle,0.9999999999999992,8.560080505054696,8.560080505054305,740,297
0.1,2505,8,condition_then,shortest_oracle,0.9999999999999996,8.931530214505349,8.931530214505125,740,297
0.1,2505,8,condition_then,ssp_optimal,0.9999999999999996,8.559727617496542,8.559727617496318,740,297
0.1,2505,9,sequence,linear,1.0000000000000002,25.94876273448451,25.948762734484617,1185,297
0.1,2505,9,sequence,shortest,1.0000000000000007,27.508651390640118,27.50865139064044,1185,297
0.1,2505,9,sequence,linear_empirical,1.0000000000000007,25.949498068452524,25.949498068452847,1185,297
0.1,2505,9,sequence,certainty_equivalent,1.0000000000000007,27.200892204867007,27.20089220486733,1185,297
0.1,2505,9,sequence,linear_oracle,1.0000000000000002,25.949196543022378,25.949196543022484,1185,297
0.1,2505,9,sequence,shortest_oracle,1.0000000000000007,27.508651390640118,27.50865139064044,1185,297
0.1,2505,9,sequence,ssp_optimal,1.0000000000000002,25.864698022174935,25.86469802217504,1185,297
0.1,2505,10,all_of,linear,1.0000000000000002,21.148571735417832,21.148571735417942,2364,297
0.1,2505,10,all_of,shortest,1.0000000000000004,22.84652251058061,22.846522510580826,2364,297
0.1,2505,10,all_of,linear_empirical,0.9999999999999994,21.151512797111828,21.151512797111554,2364,297
0.1,2505,10,all_of,certainty_equivalent,1.0000000000000002,22.385292184454727,22.385292184454837,2364,297
0.1,2505,10,all_of,linear_oracle,1.0,21.148585237175524,21.148585237175524,2364,297
0.1,2505,10,all_of,shortest_oracle,1.0000000000000004,22.84652251058061,22.846522510580826,2364,297
0.1,2505,10,all_of,ssp_optimal,1.0,21.142082808446258,21.142082808446258,2364,297
0.1,2505,11,condition_then,linear,0.9999999999999994,10.793725852432152,10.793725852431873,788,297
0.1,2505,11,condition_then,shortest,0.9999999999999994,11.7811009208509,11.781100920850623,788,297
0.1,2505,11,condition_then,linear_empirical,0.9999999999999994,10.821656011551244,10.821656011550965,788,297
0.1,2505,11,condition_then,certainty_equivalent,0.999999999999999,11.11462131605235,11.11462131605185,788,297
0.1,2505,11,condition_then,linear_oracle,0.9999999999999997,10.793678722067222,10.793678722067055,788,297
0.1,2505,11,condition_then,shortest_oracle,0.9999999999999994,11.7811009208509,11.781100920850623,788,297
0.1,2505,11,condition_then,ssp_optimal,1.0000000000000004,10.731652322392986,10.731652322393208,788,297
0.1,2505,12,sequence,linear,1.0000000000000007,27.14760697052712,27.147606970527445,1185,297
0.1,2505,12,sequence,shortest,1.0000000000000009,28.573212013321736,28.573212013322166,1185,297
0.1,2505,12,sequence,linear_empirical,1.0,27.129313707526997,27.129313707526997,1185,297
0.1,2505,12,sequence,certainty_equivalent,1.0000000000000007,27.517469553318964,27.517469553319287,1185,297
0.1,2505,12,sequence,linear_oracle,1.0000000000000002,27.145469329386824,27.14546932938693,1185,297
0.1,2505,12,sequence,shortest_oracle,1.0000000000000009,28.573212013321736,28.573212013322166,1185,297
0.1,2505,12,sequence,ssp_optimal,1.0000000000000004,27.084232522608122,27.08423252260834,1185,297
0.1,2505,13,all_of,linear,0.9999999999999999,18.550640684610926,18.550640684610872,2364,297
0.1,2505,13,all_of,shortest,0.9999999999999997,17.365182617330674,17.36518261733051,2364,297
0.1,2505,13,all_of,linear_empirical,1.0,18.53239162819016,18.53239162819016,2364,297
0.1,2505,13,all_of,certainty_equivalent,0.9999999999999998,17.0434475687618,17.04344756876169,2364,297
0.1,2505,13,all_of,linear_oracle,1.0000000000000002,18.548556983479667,18.548556983479777,2364,297
0.1,2505,13,all_of,shortest_oracle,0.9999999999999997,17.365182617330674,17.36518261733051,2364,297
0.1,2505,13,all_of,ssp_optimal,1.0000000000000002,16.926977102282844,16.926977102282954,2364,297
0.1,2505,14,condition_then,linear,1.0000000000000002,12.760455642683064,12.760455642683175,713,297
0.1,2505,14,condition_then,shortest,0.9999999999999991,14.176008265215104,14.176008265214662,713,297
0.1,2505,14,condition_then,linear_empirical,0.9999999999999999,12.760454712197959,12.760454712197904,713,297
0.1,2505,14,condition_then,certainty_equivalent,1.0000000000000002,13.467035789143361,13.467035789143472,713,297
0.1,2505,14,condition_then,linear_oracle,1.0,12.760455643263665,12.760455643263665,713,297
0.1,2505,14,condition_then,shortest_oracle,0.9999999999999991,14.176008265215104,14.176008265214662,713,297
0.1,2505,14,condition_then,ssp_optimal,0.9999999999999996,12.744406966880124,12.744406966879902,713,297
0.1,2505,15,sequence,linear,1.0000000000000007,20.062148857633833,20.06214885763416,1185,297
0.1,2505,15,sequence,shortest,1.0000000000000007,22.862491715104984,22.86249171510531,1185,297
0.1,2505,15,sequence,linear_empirical,1.0000000000000004,20.08400758934092,20.084007589341137,1185,297
0.1,2505,15,sequence,certainty_equivalent,1.0000000000000007,21.351655035943697,21.351655035944024,1185,297
0.1,2505,15,sequence,linear_oracle,1.0000000000000004,20.04708883628817,20.04708883628839,1185,297
0.1,2505,15,sequence,shortest_oracle,1.0000000000000007,22.862491715104984,22.86249171510531,1185,297
0.1,2505,15,sequence,ssp_optimal,1.0,19.982473386939265,19.982473386939265,1185,297
0.1,2505,16,all_of,linear,1.0,21.02984788471712,21.02984788471712,2364,297
0.1,2505,16,all_of,shortest,1.0000000000000002,23.025777213415775,23.025777213415886,2364,297
0.1,2505,16,all_of,linear_empirical,1.0,21.07010763895389,21.07010763895389,2364,297
0.1,2505,16,all_of,certainty_equivalent,1.0000000000000002,22.288544115941058,22.288544115941168,2364,297
0.1,2505,16,all_of,linear_oracle,1.0000000000000002,21.018444711600022,21.018444711600132,2364,297
0.1,2505,16,all_of,shortest_oracle,1.0000000000000002,23.025777213415775,23.025777213415886,2364,297
0.1,2505,16,all_of,ssp_optimal,1.0000000000000007,20.985051817121047,20.985051817121374,2364,297
0.1,2505,17,condition_then,linear,1.0000000000000004,14.012511432191921,14.012511432192142,763,297
0.1,2505,17,condition_then,shortest,1.0000000000000002,14.996866085721216,14.996866085721326,763,297
0.1,2505,17,condition_then,linear_empirical,0.9999999999999997,14.02289095141405,14.022890951413885,763,297
0.1,2505,17,condition_then,certainty_equivalent,0.9999999999999999,14.594539545664885,14.59453954566483,763,297
0.1,2505,17,condition_then,linear_oracle,1.0000000000000004,14.012511432191921,14.012511432192142,763,297
0.1,2505,17,condition_then,shortest_oracle,1.0000000000000002,14.996866085721216,14.996866085721326,763,297
0.1,2505,17,condition_then,ssp_optimal,0.9999999999999997,14.006270511626209,14.006270511626044,763,297
0.1,2505,18,sequence,linear,1.0000000000000009,30.34123093749866,30.341230937499088,1185,297
0.1,2505,18,sequence,shortest,1.0000000000000009,31.91983816421802,31.919838164218447,1185,297
0.1,2505,18,sequence,linear_empirical,1.0000000000000004,30.371103514787674,30.371103514787887,1185,297
0.1,2505,18,sequence,certainty_equivalent,1.0000000000000002,31.928551838863555,31.92855183886366,1185,297
0.1,2505,18,sequence,linear_oracle,1.0000000000000009,30.34123219101831,30.341232191018737,1185,297
0.1,2505,18,sequence,shortest_oracle,1.0000000000000009,31.91983816421802,31.919838164218447,1185,297
0.1,2505,18,sequence,ssp_optimal,1.0000000000000002,30.281939985661012,30.28193998566112,1185,297
0.1,2505,19,all_of,linear,1.0000000000000009,28.393082408856042,28.393082408856472,2364,297
0.1,2505,19,all_of,shortest,1.0,29.91779370534254,29.91779370534254,2364,297
0.1,2505,19,all_of,linear_empirical,1.0000000000000004,28.29713016698161,28.297130166981823,2364,297
0.1,2505,19,all_of,certainty_equivalent,1.0000000000000009,29.059410508212128,29.059410508212558,2364,297
0.1,2505,19,all_of,linear_oracle,1.0000000000000004,28.393957663897307,28.39395766389752,2364,297
0.1,2505,19,all_of,shortest_oracle,1.0,29.91779370534254,29.91779370534254,2364,297
0.1,2505,19,all_of,ssp_optimal,1.0000000000000009,28.114935640950065,28.114935640950495,2364,297
0.1,2505,20,condition_then,linear,1.0000000000000002,19.07812297859639,19.0781229785965,773,297
0.1,2505,20,condition_then,shortest,1.0,20.025602021187503,20.025602021187503,773,297
0.1,2505,20,condition_then,linear_empirical,0.9999999999999993,19.136001264162694,19.136001264162367,773,297
0.1,2505,20,condition_then,certainty_equivalent,1.0000000000000002,19.725451832461935,19.725451832462046,773,297
0.1,2505,20,condition_then,linear_oracle,0.9999999999999997,19.078175639002357,19.078175639002193,773,297
0.1,2505,20,condition_then,shortest_oracle,1.0,20.025602021187503,20.025602021187503,773,297
0.1,2505,20,condition_then,ssp_optimal,1.0000000000000004,18.99959555234023,18.999595552340452,773,297
0.1,2505,21,sequence,linear,1.0000000000000007,29.203684126423198,29.20368412642352,1185,297
0.1,2505,21,sequence,shortest,1.0000000000000004,32.31525993352295,32.315259933523166,1185,297
0.1,2505,21,sequence,linear_empirical,1.0000000000000004,29.22143516938533,29.221435169385543,1185,297
0.1,2505,21,sequence,certainty_equivalent,1.0000000000000009,31.652882522490764,31.65288252249119,1185,297
0.1,2505,21,sequence,linear_oracle,1.0000000000000004,29.203561276013886,29.2035612760141,1185,297
0.1,2505,21,sequence,shortest_oracle,1.0000000000000004,32.31525993352295,32.315259933523166,1185,297
0.1,2505,21,sequence,ssp_optimal,1.0000000000000004,29.18794323092591,29.187943230926123,1185,297
0.1,2505,22,all_of,linear,1.0000000000000007,27.98176770222955,27.981767702229874,2364,297
0.1,2505,22,all_of,shortest,1.0000000000000002,30.35732971701446,30.357329717014565,2364,297
0.1,2505,22,all_of,linear_empirical,0.9999999999999999,28.07574550687563,28.075745506875577,2364,297
0.1,2505,22,all_of,certainty_equivalent,1.0000000000000009,28.749412404746092,28.749412404746522,2364,297
0.1,2505,22,all_of,linear_oracle,1.0000000000000007,27.98176232295806,27.98176232295838,2364,297
0.1,2505,22,all_of,shortest_oracle,1.0000000000000002,30.35732971701446,30.357329717014565,2364,297
0.1,2505,22,all_of,ssp_optimal,1.0000000000000007,27.377724902762516,27.37772490276284,2364,297
0.1,2505,23,condition_then,linear,0.9999999999999998,19.144754671937417,19.144754671937307,710,297
0.1,2505,23,condition_then,shortest,0.9999999999999992,22.647838426972342,22.647838426971962,710,297
0.1,2505,23,condition_then,linear_empirical,1.0000000000000002,19.143810590214223,19.143810590214333,710,297
0.1,2505,23,condition_then,certainty_equivalent,0.9999999999999996,20.69110384885766,20.691103848857445,710,297
0.1,2505,23,condition_then,linear_oracle,1.0000000000000002,19.144735511097785,19.144735511097895,710,297
0.1,2505,23,condition_then,shortest_oracle,0.9999999999999992,22.647838426972342,22.647838426971962,710,297
0.1,2505,23,condition_then,ssp_optimal,1.0,19.1035802033355,19.1035802033355,710,297
0.1,2505,24,sequence,linear,1.0000000000000007,26.362841648434483,26.362841648434806,1185,297
0.1,2505,24,sequence,shortest,1.0000000000000004,29.80086993169072,29.800869931690933,1185,297
0.1,2505,24,sequence,linear_empirical,1.0000000000000004,26.32626625098938,26.326266250989597,1185,297
0.1,2505,24,sequence,certainty_equivalent,1.0000000000000004,27.743156104298322,27.74315610429854,1185,297
0.1,2505,24,sequence,linear_oracle,1.0000000000000009,26.36284160304963,26.36284160305006,1185,297
0.1,2505,24,sequence,shortest_oracle,1.0000000000000004,29.80086993169072,29.800869931690933,1185,297
0.1,2505,24,sequence,ssp_optimal,0.9999999999999999,26.32050320771243,26.320503207712378,1185,297
0.1,2505,25,all_of,linear,0.9999999999999998,24.712766942812717,24.71276694281261,2364,297
0.1,2505,25,all_of,shortest,1.0000000000000007,27.00302839203125,27.003028392031574,2364,297
0.1,2505,25,all_of,linear_empirical,1.0000000000000002,25.811597045948094,25.8115970459482,2364,297
0.1,2505,25,all_of,certainty_equivalent,0.9999999999999996,26.480367234531005,26.48036723453079,2364,297
0.1,2505,25,all_of,linear_oracle,1.0000000000000007,24.71277439724758,24.7127743972479,2364,297
0.1,2505,25,all_of,shortest_oracle,1.0000000000000007,27.00302839203125,27.003028392031574,2364,297
0.1,2505,25,all_of,ssp_optimal,1.0000000000000002,24.423038332300468,24.423038332300575,2364,297
0.1,2505,26,condition_then,linear,0.9999999999999999,13.131609557114349,13.131609557114293,770,297
0.1,2505,26,condition_then,shortest,0.9999999999999999,15.713428587674048,15.713428587673993,770,297
0.1,2505,26,condition_then,linear_empirical,1.0000000000000002,13.153572285667073,13.153572285667183,770,297
0.1,2505,26,condition_then,certainty_equivalent,0.9999999999999998,13.306372817119462,13.306372817119351,770,297
0.1,2505,26,condition_then,linear_oracle,0.9999999999999998,13.131611093556764,13.131611093556653,770,297
0.1,2505,26,condition_then,shortest_oracle,0.9999999999999999,15.713428587674048,15.713428587673993,770,297
0.1,2505,26,condition_then,ssp_optimal,0.9999999999999996,13.131116602313234,13.131116602313012,770,297
0.1,2505,27,sequence,linear,0.9999999999999999,22.400003957071867,22.400003957071814,1185,297
0.1,2505,27,sequence,shortest,1.0000000000000004,24.23821504539011,24.238215045390326,1185,297
0.1,2505,27,sequence,linear_empirical,0.9999999999999999,22.465254136913654,22.4652541369136,1185,297
0.1,2505,27,sequence,certainty_equivalent,1.0000000000000002,22.9719895805719,22.97198958057201,1185,297
0.1,2505,27,sequence,linear_oracle,1.0000000000000002,22.400003957071068,22.400003957071178,1185,297
0.1,2505,27,sequence,shortest_oracle,1.0000000000000004,24.23821504539011,24.238215045390326,1185,297
0.1,2505,27,sequence,ssp_optimal,1.0000000000000004,22.391222937673962,22.39122293767418,1185,297
0.1,2505,28,all_of,linear,0.9999999999999997,20.6480057409739,20.648005740973737,2364,297
0.1,2505,28,all_of,shortest,1.0000000000000002,21.52691546853376,21.52691546853387,2364,297
0.1,2505,28,all_of,linear_empirical,1.000000000000001,20.655315732388633,20.65531573238918,2364,297
0.1,2505,28,all_of,certainty_equivalent,0.9999999999999997,21.35802456468845,21.358024564688286,2364,297
0.1,2505,28,all_of,linear_oracle,1.0000000000000004,20.64800569964404,20.64800569964426,2364,297
0.1,2505,28,all_of,shortest_oracle,1.0000000000000002,21.52691546853376,21.52691546853387,2364,297
0.1,2505,28,all_of,ssp_optimal,1.0,20.61349522890838,20.61349522890838,2364,297
0.1,2505,29,condition_then,linear,1.0,10.718190957099166,10.718190957099166,770,297
0.1,2505,29,condition_then,shortest,0.9999999999999991,12.331060019706788,12.331060019706344,770,297
0.1,2505,29,condition_then,linear_empirical,1.0,10.718427181037356,10.718427181037356,770,297
0.1,2505,29,condition_then,certainty_equivalent,0.9999999999999991,11.257340057531614,11.25734005753117,770,297
0.1,2505,29,condition_then,linear_oracle,0.9999999999999998,10.718190957100614,10.718190957100502,770,297
0.1,2505,29,condition_then,shortest_oracle,0.9999999999999991,12.331060019706788,12.331060019706344,770,297
0.1,2505,29,condition_then,ssp_optimal,0.9999999999999997,10.682201396239442,10.682201396239275,770,297
0.1,2505,30,sequence,linear,1.0000000000000004,20.407406314216807,20.407406314217024,1185,297
0.1,2505,30,sequence,shortest,1.0000000000000009,21.877040507915336,21.877040507915773,1185,297
0.1,2505,30,sequence,linear_empirical,0.9999999999999999,20.407596983075294,20.40759698307524,1185,297
0.1,2505,30,sequence,certainty_equivalent,0.9999999999999997,21.066248260913795,21.066248260913632,1185,297
0.1,2505,30,sequence,linear_oracle,1.0000000000000002,20.40722271969041,20.40722271969052,1185,297
0.1,2505,30,sequence,shortest_oracle,1.0000000000000009,21.877040507915336,21.877040507915773,1185,297
0.1,2505,30,sequence,ssp_optimal,1.0,20.32868067665749,20.32868067665749,1185,297
0.1,2505,31,all_of,linear,0.9999999999999991,9.042803512981395,9.04280351298095,2364,297
0.1,2505,31,all_of,shortest,0.9999999999999993,9.187961292288815,9.18796129228848,2364,297
0.1,2505,31,all_of,linear_empirical,0.9999999999999997,9.039920753614934,9.039920753614767,2364,297
0.1,2505,31,all_of,certainty_equivalent,0.9999999999999997,9.076388585450319,9.076388585450152,2364,297
0.1,2505,31,all_of,linear_oracle,0.9999999999999993,9.042802853118854,9.042802853118518,2364,297
0.1,2505,31,all_of,shortest_oracle,0.9999999999999993,9.187961292288815,9.18796129228848,2364,297
0.1,2505,31,all_of,ssp_optimal,0.9999999999999997,8.964003932772199,8.964003932772032,2364,297
0.1,2505,32,condition_then,linear,1.0000000000000002,12.988610858547768,12.988610858547878,830,297
0.1,2505,32,condition_then,shortest,0.9999999999999993,15.267831940850527,15.267831940850197,830,297
0.1,2505,32,condition_then,linear_empirical,1.0,12.994049358333317,12.994049358333317,830,297
0.1,2505,32,condition_then,certainty_equivalent,0.9999999999999993,13.218251092318527,13.218251092318194,830,297
0.1,2505,32,condition_then,linear_oracle,0.9999999999999999,12.988544553341935,12.98854455334188,830,297
0.1,2505,32,condition_then,shortest_oracle,0.9999999999999993,15.267831940850527,15.267831940850197,830,297
0.1,2505,32,condition_then,ssp_optimal,1.0000000000000002,12.977612790298744,12.977612790298855,830,297
0.1,2505,33,sequence,linear,0.9999999999999997,17.64639479888282,17.646394798882657,1185,297
0.1,2505,33,sequence,shortest,1.0,19.67905990718016,19.67905990718016,1185,297
0.1,2505,33,sequence,linear_empirical,0.9999999999999991,17.66742143623085,17.66742143623041,1185,297
0.1,2505,33,sequence,certainty_equivalent,1.0000000000000004,18.811509373416694,18.811509373416914,1185,297
0.1,2505,33,sequence,linear_oracle,0.9999999999999993,17.64639475451898,17.64639475451865,1185,297
0.1,2505,33,sequence,shortest_oracle,1.0,19.67905990718016,19.67905990718016,1185,297
0.1,2505,33,sequence,ssp_optimal,0.9999999999999996,17.570419951731864,17.570419951731644,1185,297
0.1,2505,34,all_of,linear,0.9999999999999997,18.797354370646648,18.797354370646485,2364,297
0.1,2505,34,all_of,shortest,0.9999999999999999,20.425162144695047,20.425162144694994,2364,297
0.1,2505,34,all_of,linear_empirical,1.0,18.776061883403344,18.776061883403344,2364,297
0.1,2505,34,all_of,certainty_equivalent,1.0000000000000002,19.608362531485433,19.608362531485543,2364,297
0.1,2505,34,all_of,linear_oracle,0.9999999999999999,18.796913180198583,18.79691318019853,2364,297
0.1,2505,34,all_of,shortest_oracle,0.9999999999999999,20.425162144695047,20.425162144694994,2364,297
0.1,2505,34,all_of,ssp_optimal,0.9999999999999994,18.750753399189644,18.75075339918937,2364,297
0.1,2505,35,condition_then,linear,1.0000000000000002,14.506888765758008,14.506888765758118,710,297
0.1,2505,35,condition_then,shortest,0.9999999999999996,15.942866183912235,15.942866183912015,710,297
0.1,2505,35,condition_then,linear_empirical,1.0000000000000002,14.519929760879151,14.519929760879261,710,297
0.1,2505,35,condition_then,certainty_equivalent,0.9999999999999998,14.7333623164774,14.73336231647729,710,297
0.1,2505,35,condition_then,linear_oracle,1.0000000000000002,14.50553766397961,14.50553766397972,710,297
0.1,2505,35,condition_then,shortest_oracle,0.9999999999999996,15.942866183912235,15.942866183912015,710,297
0.1,2505,35,condition_then,ssp_optimal,0.9999999999999997,14.495388310836514,14.495388310836349,710,297
0.1,2505,36,branch,linear,0.9999999999999992,12.511052787181407,12.511052787181018,1184,297
0.1,2505,36,branch,shortest,1.0000000000000007,13.62838339327424,13.628383393274571,1184,297
0.1,2505,36,branch,linear_empirical,0.9999999999999996,12.53215899099948,12.532158990999259,1184,297
0.1,2505,36,branch,certainty_equivalent,1.0,13.364851322616783,13.364851322616783,1184,297
0.1,2505,36,branch,linear_oracle,0.9999999999999993,12.51105367921634,12.511053679216008,1184,297
0.1,2505,36,branch,shortest_oracle,1.0000000000000007,13.62838339327424,13.628383393274571,1184,297
0.1,2505,36,branch,ssp_optimal,0.9999999999999997,12.502705371229094,12.502705371228927,1184,297
0.1,2505,37,branch,linear,0.9999999999999989,10.522718044401426,10.52271804440087,1184,297
0.1,2505,37,branch,shortest,0.9999999999999993,11.538705450731333,11.538705450731,1184,297
0.1,2505,37,branch,linear_empirical,0.9999999999999991,10.523374864361232,10.523374864360786,1184,297
0.1,2505,37,branch,certainty_equivalent,0.9999999999999997,10.886778487790622,10.886778487790455,1184,297
0.1,2505,37,branch,linear_oracle,0.9999999999999992,10.522528375186141,10.522528375185752,1184,297
0.1,2505,37,branch,shortest_oracle,0.9999999999999993,11.538705450731333,11.538705450731,1184,297
0.1,2505,37,branch,ssp_optimal,0.9999999999999994,10.519166882983663,10.519166882983384,1184,297
0.1,2505,38,branch,linear,0.9999999999999996,8.84751756175563,8.847517561755406,1184,297
0.1,2505,38,branch,shortest,0.9999999999999996,9.150560537482741,9.150560537482518,1184,297
0.1,2505,38,branch,linear_empirical,0.9999999999999994,8.892417231897218,8.892417231896939,1184,297
0.1,2505,38,branch,certainty_equivalent,0.9999999999999994,8.857487512482733,8.857487512482454,1184,297
0.1,2505,38,branch,linear_oracle,0.9999999999999993,8.847516933199254,8.847516933198918,1184,297
0.1,2505,38,branch,shortest_oracle,0.9999999999999996,9.150560537482741,9.150560537482518,1184,297
0.1,2505,38,branch,ssp_optimal,1.0,8.8343828189658,8.8343828189658,1184,297
0.1,2505,39,branch,linear,0.9999999999999996,13.886764356043887,13.886764356043665,1184,297
0.1,2505,39,branch,shortest,0.9999999999999994,15.37272185894952,15.372721858949244,1184,297
0.1,2505,39,branch,linear_empirical,1.0000000000000004,13.888725850163398,13.88872585016362,1184,297
0.1,2505,39,branch,certainty_equivalent,1.0000000000000002,14.780800182439851,14.780800182439961,1184,297
0.1,2505,39,branch,linear_oracle,1.0000000000000004,13.886923809269677,13.886923809269899,1184,297
0.1,2505,39,branch,shortest_oracle,0.9999999999999994,15.37272185894952,15.372721858949244,1184,297
0.1,2505,39,branch,ssp_optimal,1.0,13.886521994773618,13.886521994773618,1184,297
0.1,2505,40,branch,linear,0.9999999999999998,11.138126201961917,11.138126201961805,1184,297
0.1,2505,40,branch,shortest,0.9999999999999994,11.533101965048928,11.533101965048651,1184,297
0.1,2505,40,branch,linear_empirical,0.9999999999999996,11.228427116391902,11.22842711639168,1184,297
0.1,2505,40,branch,certainty_equivalent,0.9999999999999993,11.43141129603092,11.431411296030586,1184,297
0.1,2505,40,branch,linear_oracle,1.0,11.138126201961722,11.138126201961722,1184,297
0.1,2505,40,branch,shortest_oracle,0.9999999999999994,11.533101965048928,11.533101965048651,1184,297
0.1,2505,40,branch,ssp_optimal,0.9999999999999993,11.09449517639407,11.094495176393735,1184,297
0.1,2505,41,branch,linear,0.9999999999999992,10.01002595427469,10.0100259542743,1184,297
0.1,2505,41,branch,shortest,1.0,10.871250797131351,10.871250797131351,1184,297
0.1,2505,41,branch,linear_empirical,0.9999999999999991,10.02511344111543,10.025113441114984,1184,297
0.1,2505,41,branch,certainty_equivalent,0.9999999999999993,10.788482575671628,10.788482575671294,1184,297
0.1,2505,41,branch,linear_oracle,0.9999999999999992,10.01002597996062,10.01002597996023,1184,297
0.1,2505,41,branch,shortest_oracle,1.0,10.871250797131351,10.871250797131351,1184,297
0.1,2505,41,branch,ssp_optimal,0.9999999999999999,9.994292161494572,9.994292161494517,1184,297
0.1,2505,42,branch,linear,0.9999999999999999,17.081603867928195,17.08160386792814,1184,297
0.1,2505,42,branch,shortest,0.9999999999999997,14.787636076970047,14.787636076969882,1184,297
0.1,2505,42,branch,linear_empirical,1.0,17.018567126750728,17.018567126750728,1184,297
0.1,2505,42,branch,certainty_equivalent,1.0000000000000002,14.571386829339623,14.571386829339733,1184,297
0.1,2505,42,branch,linear_oracle,1.0,17.081724594866436,17.081724594866436,1184,297
0.1,2505,42,branch,shortest_oracle,0.9999999999999997,14.787636076970047,14.787636076969882,1184,297
0.1,2505,42,branch,ssp_optimal,1.0,14.366629253715924,14.366629253715924,1184,297
0.1,2505,43,branch,linear,1.0,10.033924420897431,10.033924420897431,1184,297
0.1,2505,43,branch,shortest,0.9999999999999993,10.75571839240739,10.755718392407056,1184,297
0.1,2505,43,branch,linear_empirical,0.9999999999999998,9.996723804596117,9.996723804596005,1184,297
0.1,2505,43,branch,certainty_equivalent,0.9999999999999998,10.231768766507574,10.231768766507463,1184,297
0.1,2505,43,branch,linear_oracle,1.0000000000000002,10.033924420896748,10.03392442089686,1184,297
0.1,2505,43,branch,shortest_oracle,0.9999999999999993,10.75571839240739,10.755718392407056,1184,297
0.1,2505,43,branch,ssp_optimal,0.9999999999999992,9.995877994467138,9.995877994466747,1184,297
0.1,2505,44,branch,linear,1.0000000000000002,11.329459575924936,11.329459575925048,1184,297
0.1,2505,44,branch,shortest,0.999999999999999,11.790447118956262,11.790447118955763,1184,297
0.1,2505,44,branch,linear_empirical,1.0,11.412359761480632,11.412359761480632,1184,297
0.1,2505,44,branch,certainty_equivalent,0.9999999999999999,11.725753115580677,11.725753115580622,1184,297
0.1,2505,44,branch,linear_oracle,0.9999999999999997,11.32983412381141,11.329834123811244,1184,297
0.1,2505,44,branch,shortest_oracle,0.999999999999999,11.790447118956262,11.790447118955763,1184,297
0.1,2505,44,branch,ssp_optimal,0.9999999999999999,11.323780751994072,11.323780751994017,1184,297
0.1,2505,45,branch,linear,0.9999999999999994,9.470557888685848,9.470557888685569,1184,297
0.1,2505,45,branch,shortest,1.0,9.731898640823617,9.731898640823617,1184,297
0.1,2505,45,branch,linear_empirical,0.9999999999999993,9.471516534558539,9.471516534558205,1184,297
0.1,2505,45,branch,certainty_equivalent,0.9999999999999992,9.529037186424189,9.529037186423798,1184,297
0.1,2505,45,branch,linear_oracle,0.9999999999999996,9.472552058241616,9.472552058241392,1184,297
0.1,2505,45,branch,shortest_oracle,1.0,9.731898640823617,9.731898640823617,1184,297
0.1,2505,45,branch,ssp_optimal,0.9999999999999994,9.446088618361177,9.446088618360898,1184,297
0.2,2505,0,sequence,linear,1.0000000000000013,23.489739049420105,23.489739049420756,1185,297
0.2,2505,0,sequence,shortest,1.0000000000000024,26.830494688061382,26.83049468806257,1185,297
0.2,2505,0,sequence,linear_empirical,1.0000000000000009,23.666287332047418,23.66628733204785,1185,297
0.2,2505,0,sequence,certainty_equivalent,1.000000000000001,24.903823010727855,24.903823010728395,1185,297
0.2,2505,0,sequence,linear_oracle,1.000000000000002,23.483007818569032,23.48300781857001,1185,297
0.2,2505,0,sequence,shortest_oracle,1.0000000000000024,26.830494688061382,26.83049468806257,1185,297
0.2,2505,0,sequence,ssp_optimal,1.0000000000000009,23.453834185709805,23.45383418571024,1185,297
0.2,2505,1,all_of,linear,1.000000000000001,21.218157287761006,21.21815728776155,2364,297
0.2,2505,1,all_of,shortest,1.0000000000000016,24.1663069430329,24.166306943033657,2364,297
0.2,2505,1,all_of,linear_empirical,1.0000000000000016,21.257833722932656,21.25783372293342,2364,297
0.2,2505,1,all_of,certainty_equivalent,1.0000000000000009,22.513870550282032,22.513870550282466,2364,297
0.2,2505,1,all_of,linear_oracle,1.0000000000000007,21.218092234477318,21.218092234477645,2364,297
0.2,2505,1,all_of,shortest_oracle,1.0000000000000016,24.1663069430329,24.166306943033657,2364,297
0.2,2505,1,all_of,ssp_optimal,1.0000000000000016,21.194177785549012,21.194177785549776,2364,297
0.2,2505,2,condition_then,linear,0.9999999999999998,7.100799679946766,7.100799679946654,653,297
0.2,2505,2,condition_then,shortest,0.9999999999999996,9.54563299858875,9.545632998588527,653,297
0.2,2505,2,condition_then,linear_empirical,0.9999999999999998,7.1008278680673405,7.1008278680672285,653,297
