capped_steps,cpu_seconds,exploration_policy_cpu_seconds,exploration_steps,failure_reason,final_memory,final_memory_accepting,oracle_setup_cpu_seconds,policy,process_peak_rss_bytes_so_far,replans,sampled_peak_rss_bytes,seed,states_known_at_end,success,task_id,task_steps,task_type,wall_seconds
12,0.03851936600000272,0.0,0,success,3,True,0.0022788019999993026,oracle_direct,69963776,12,70299648,77000106,62,True,10,12,branch,0.038521975999998403
16,0.0333237719999957,0.0,0,success,3,True,0,generic,69963776,16,70299648,77000106,62,True,11,16,branch,0.03332656700000314
16,0.03333610699999667,0.0,0,success,3,True,0,current_task,69963776,16,70299648,77000106,62,True,11,16,branch,0.03335392799999681
16,0.03548562600000338,0.0,0,success,3,True,0.002309298000000126,oracle_source,69963776,16,70299648,77000106,62,True,11,16,branch,0.03548835800000916
16,0.03611455900000493,0.0,0,success,3,True,0.002345275999999785,oracle_direct,69963776,16,70299648,77000106,62,True,11,16,branch,0.036117512000004126
13,0.03601543499999593,0.0,0,success,3,True,0,generic,69963776,13,70299648,77000107,90,True,0,13,sequence,0.03601819600000056
13,0.035815000999996016,0.0,0,success,3,True,0,current_task,69963776,13,70299648,77000107,90,True,0,13,sequence,0.035817751999999814
13,0.03828520900000143,0.0,0,success,3,True,0.002542493999996509,oracle_source,69963776,13,70299648,77000107,90,True,0,13,sequence,0.038288249999993695
13,0.037689036999999814,0.0,0,success,3,True,0.0018181120000022588,oracle_direct,69963776,13,70299648,77000107,90,True,0,13,sequence,0.037691967999990084
10,0.05368982000000244,0.0,0,success,7,True,0,generic,70225920,10,70529024,77000107,90,True,1,10,all_of,0.053693315999993274
10,0.04586430999999891,0.0,0,success,7,True,0,current_task,70225920,10,70529024,77000107,90,True,1,10,all_of,0.045867231999991986
10,0.049045614999997156,0.0,0,success,7,True,0.0038204680000006874,oracle_source,70225920,10,70529024,77000107,90,True,1,10,all_of,0.04904856500000676
10,0.04886524799999847,0.0,0,success,7,True,0.0036951739999935285,oracle_direct,70225920,10,70529024,77000107,90,True,1,10,all_of,0.04886835899999653
12,0.028567199000001153,0.0,0,success,2,True,0,generic,70225920,12,70529024,77000107,90,True,2,12,condition_then,0.028570497000004025
12,0.028472331000003237,0.0,0,success,2,True,0,current_task,70225920,12,70529024,77000107,90,True,2,12,condition_then,0.028475670999995373
12,0.02964212399999866,0.0,0,success,2,True,0.0015770019999976626,oracle_source,70225920,12,70529024,77000107,90,True,2,12,condition_then,0.02964525199999457
12,0.029841194999995935,0.0,0,success,2,True,0.0015769219999981487,oracle_direct,70225920,12,70529024,77000107,90,True,2,12,condition_then,0.029844092999994132
19,0.05953772000000157,0.0,0,success,3,True,0,generic,70225920,19,70529024,77000107,90,True,3,19,sequence,0.05954056100000571
19,0.059560443000002294,0.0,0,success,3,True,0,current_task,70225920,19,70529024,77000107,90,True,3,19,sequence,0.05957388299999877
19,0.06090725600000013,0.0,0,success,3,True,0.0018279809999981467,oracle_source,70225920,19,70529024,77000107,90,True,3,19,sequence,0.06092089400000589
19,0.06114116099999478,0.0,0,success,3,True,0.0018302040000008901,oracle_direct,70225920,19,70529024,77000107,90,True,3,19,sequence,0.061144421999998144
18,0.07328588099999678,0.0,0,success,7,True,0,generic,70225920,18,70545408,77000107,90,True,4,18,all_of,0.07328910799999733
18,0.07306489899999491,0.0,0,success,7,True,0,current_task,70225920,18,70545408,77000107,90,True,4,18,all_of,0.07306834700000309
18,0.0766271439999997,0.0,0,success,7,True,0.0038218400000005204,oracle_source,70225920,18,70545408,77000107,90,True,4,18,all_of,0.07665095800000188
18,0.07657370500000127,0.0,0,success,7,True,0.003704061000000536,oracle_direct,70225920,18,70545408,77000107,90,True,4,18,all_of,0.07657729100000665
9,0.020817268999998362,0.0,0,success,2,True,0,generic,70225920,9,70545408,77000107,90,True,5,9,condition_then,0.020834051000008458
9,0.021091330000004405,0.0,0,success,2,True,0,current_task,70225920,9,70545408,77000107,90,True,5,9,condition_then,0.021093875999994793
9,0.02225263700000113,0.0,0,success,2,True,0.0015564839999981928,oracle_source,70225920,9,70545408,77000107,90,True,5,9,condition_then,0.02226397799999802
9,0.022447660999993957,0.0,0,success,2,True,0.001587701999994806,oracle_direct,70225920,9,70545408,77000107,90,True,5,9,condition_then,0.02245032499999411
20,0.05890421900000575,0.0,0,success,3,True,0,generic,70225920,20,70545408,77000107,90,True,6,20,sequence,0.05890711899999701
20,0.059158082000003276,0.0,0,success,3,True,0,current_task,70225920,20,70545408,77000107,90,True,6,20,sequence,0.05916094299999486
20,0.06078858400000087,0.0,0,success,3,True,0.0018484789999959617,oracle_source,70225920,20,70545408,77000107,90,True,6,20,sequence,0.06079166400000702
20,0.06073161799999838,0.0,0,success,3,True,0.0018630560000048035,oracle_direct,70225920,20,70545408,77000107,90,True,6,20,sequence,0.060734496999998555
15,0.06945287900000352,0.0,0,success,7,True,0,generic,70225920,15,70545408,77000107,90,True,7,15,all_of,0.0694649969999972
15,0.06948501899999826,0.0,0,success,7,True,0,current_task,70225920,15,70545408,77000107,90,True,7,15,all_of,0.0694967959999957
15,0.08143306999999567,0.0,0,success,7,True,0.003756488000000502,oracle_source,70225920,15,70545408,77000107,90,True,7,15,all_of,0.08144755300000384
15,0.0730492180000013,0.0,0,success,7,True,0.003743434000000434,oracle_direct,70225920,15,70545408,77000107,90,True,7,15,all_of,0.0730661319999939
10,0.025251231999995127,0.0,0,success,2,True,0,generic,70225920,10,70545408,77000107,90,True,8,10,condition_then,0.02525453399999833
10,0.025090081000001874,0.0,0,success,2,True,0,current_task,70225920,10,70545408,77000107,90,True,8,10,condition_then,0.025092741999998225
10,0.026532842999998252,0.0,0,success,2,True,0.0015905979999999431,oracle_source,70225920,10,70545408,77000107,90,True,8,10,condition_then,0.026550159999999323
10,0.026428507999995077,0.0,0,success,2,True,0.001563677999996571,oracle_direct,70225920,10,70545408,77000107,90,True,8,10,condition_then,0.026431568999996102
7,0.024270993000001795,0.0,0,success,3,True,0,generic,70225920,7,70545408,77000107,90,True,9,7,branch,0.024274066000003813
7,0.024113830000004555,0.0,0,success,3,True,0,current_task,70225920,7,70545408,77000107,90,True,9,7,branch,0.02411658199999067
7,0.026093272999993644,0.0,0,success,3,True,0.0018576259999960598,oracle_source,70225920,7,70545408,77000107,90,True,9,7,branch,0.02609621300000242
7,0.026039382000000444,0.0,0,success,3,True,0.0018777430000014306,oracle_direct,70225920,7,70545408,77000107,90,True,9,7,branch,0.026042263000007893
10,0.03415395200000404,0.0,0,success,3,True,0,generic,70225920,10,70545408,77000107,90,True,10,10,branch,0.034172834999992574
10,0.0342067400000019,0.0,0,success,3,True,0,current_task,70225920,10,70545408,77000107,90,True,10,10,branch,0.03420946399999991
10,0.03604996900000401,0.0,0,success,3,True,0.0018550110000035147,oracle_source,70225920,10,70545408,77000107,90,True,10,10,branch,0.03605284100000006
10,0.03588797700000157,0.0,0,success,3,True,0.0018454140000017105,oracle_direct,70225920,10,70545408,77000107,90,True,10,10,branch,0.035890549000001215
10,0.030542142999998134,0.0,0,success,3,True,0,generic,70225920,10,70545408,77000107,90,True,11,10,branch,0.03054484000000457
10,0.030683976999995366,0.0,0,success,3,True,0,current_task,70225920,10,70545408,77000107,90,True,11,10,branch,0.030686713999998005
10,0.03251148700000073,0.0,0,success,3,True,0.0018434099999993236,oracle_source,70225920,10,70545408,77000107,90,True,11,10,branch,0.03251393200000052
10,0.0323632909999958,0.0,0,success,3,True,0.0018338819999996758,oracle_direct,70225920,10,70545408,77000107,90,True,11,10,branch,0.03236600600000372
24,0.05041860699999745,0.0,0,success,3,True,0,generic,70225920,24,70545408,77000108,60,True,0,24,sequence,0.050442494999998644
24,0.04995656500000223,0.0,0,success,3,True,0,current_task,70225920,24,70545408,77000108,60,True,0,24,sequence,0.049959284000010484
24,0.052299234999999555,0.0,0,success,3,True,0.0021372669999948357,oracle_source,70225920,24,70545408,77000108,60,True,0,24,sequence,0.05230246300000374
24,0.05270516300000594,0.0,0,success,3,True,0.0025670190000042226,oracle_direct,70225920,24,70545408,77000108,60,True,0,24,sequence,0.05270844999999724
15,0.057271442000001116,0.0,0,success,7,True,0,generic,70225920,15,70545408,77000108,60,True,1,15,all_of,0.05727423400000475
15,0.05721846399999464,0.0,0,success,7,True,0,current_task,70225920,15,70545408,77000108,60,True,1,15,all_of,0.057232575999989876
15,0.061658688000001405,0.0,0,success,7,True,0.004315310999999156,oracle_source,70225920,15,70545408,77000108,60,True,1,15,all_of,0.0616616259999887
15,0.06149500200000091,0.0,0,success,7,True,0.004308227000002773,oracle_direct,70225920,15,70545408,77000108,60,True,1,15,all_of,0.06149797099999432
270,0.665104135,0.3791300350000526,270,success,2,True,0,generic,70225920,270,70545408,77000108,82,True,2,270,condition_then,0.6651811710000004
228,0.5311712429999957,0.3040416020000194,228,success,2,True,0,current_task,70225920,228,70545408,77000108,77,True,2,228,condition_then,0.5312708370000081
15,0.04244150299999916,0.019025642999991987,15,success,2,True,0.009586133999995639,oracle_source,70225920,15,70545408,77000108,65,True,2,15,condition_then,0.042443798999997284
10,0.010055401000002462,0.00018247999999942977,10,success,2,True,0.0018003190000044356,oracle_direct,70225920,10,70545408,77000108,63,True,2,10,condition_then,0.010057786000004398
116,0.3384773920000015,0.1707391159999574,97,success,3,True,0,generic,70225920,116,70545408,77000108,70,True,3,116,sequence,0.33848006299999156
116,0.3383425210000013,0.17077588800000143,97,success,3,True,0,current_task,70225920,116,70545408,77000108,70,True,3,116,sequence,0.33838279200000443
97,0.28688221499999855,0.13951753700001746,78,success,3,True,0.0021736250000046198,oracle_source,70225920,97,70545408,77000108,68,True,3,97,sequence,0.2869425760000013
27,0.03448879699999452,0.0004923080000196478,27,success,3,True,0.002127258999998105,oracle_direct,70225920,27,70545408,77000108,63,True,3,27,sequence,0.03450023599999952
21,0.049088173999997764,0.0011092500000060568,2,success,7,True,0,generic,70225920,21,70545408,77000108,61,True,4,21,all_of,0.0490917159999924
21,0.04879143099999794,0.0013461910000032162,2,success,7,True,0,current_task,70225920,21,70545408,77000108,61,True,4,21,all_of,0.04879443099999037
13,0.026530498999996155,0.0004706979999937744,1,success,7,True,0.004372267999997348,oracle_source,70225920,13,70545408,77000108,61,True,4,13,all_of,0.026553846999988195
13,0.026013253000002123,2.3433999999156185e-05,1,success,7,True,0.004325880999999754,oracle_direct,70225920,13,70545408,77000108,61,True,4,13,all_of,0.02601623399999653
17,0.0320553359999991,0.0010583050000008143,2,success,2,True,0,generic,70225920,17,70545408,77000108,61,True,5,17,condition_then,0.03205827200000044
17,0.032092735999995625,0.0010976279999965755,2,success,2,True,0,current_task,70225920,17,70545408,77000108,61,True,5,17,condition_then,0.03209642299999871
17,0.034928074999996284,0.00046475699999604103,1,success,2,True,0.0018228899999996884,oracle_source,70225920,17,70545408,77000108,61,True,5,17,condition_then,0.03493097900000919
17,0.034584465000001785,1.8674999999745978e-05,1,success,2,True,0.0018072419999981548,oracle_direct,70225920,17,70545408,77000108,61,True,5,17,condition_then,0.034587057999999615
104,0.20772195900000412,0.11521335500000163,99,success,3,True,0,generic,70225920,104,70545408,77000108,72,True,6,104,sequence,0.2077355119999993
104,0.2058495260000015,0.11431194700001868,99,success,3,True,0,current_task,70225920,104,70545408,77000108,72,True,6,104,sequence,0.20588782699999797
72,0.19762227700000068,0.1074210769999624,68,success,3,True,0.0021675150000035615,oracle_source,70225920,72,70545408,77000108,68,True,6,72,sequence,0.1976345889999891
15,0.014945773999997414,0.0002661180000060881,15,success,3,True,0.0021271379999987516,oracle_direct,70225920,15,70545408,77000108,63,True,6,15,sequence,0.014948275999998373
106,0.34602942199999376,0.1880348440000148,99,success,7,True,0,generic,70225920,106,70545408,77000108,72,True,7,106,all_of,0.3460401760000025
106,0.34484399099999763,0.18692654500001993,99,success,7,True,0,current_task,70225920,106,70545408,77000108,72,True,7,106,all_of,0.34488474200000496
43,0.19061340100000024,0.09337095200000078,34,success,7,True,0.004369923999995251,oracle_source,70225920,43,70545408,77000108,65,True,7,43,all_of,0.19061586099999772
14,0.02286291600000112,0.00033322400000201924,14,success,7,True,0.004378488999996932,oracle_direct,70225920,14,70545408,77000108,63,True,7,14,all_of,0.022865279000001237
251,0.5347391209999941,0.3050470019999665,249,success,2,True,0,generic,70225920,251,70545408,77000108,79,True,8,251,condition_then,0.5347995949999955
251,0.5371193209999987,0.3062324459999459,249,success,2,True,0,current_task,70225920,251,70545408,77000108,79,True,8,251,condition_then,0.5371935400000041
24,0.04364315500000515,0.024436429999987297,24,success,2,True,0.0018273290000010434,oracle_source,70225920,24,70545408,77000108,66,True,8,24,condition_then,0.043645480999998654
10,0.009657779000001199,0.00018277100001284907,10,success,2,True,0.0018075220000000058,oracle_direct,70225920,10,70545408,77000108,63,True,8,10,condition_then,0.00966003400000659
8,0.017459524999999587,0.0,0,success,3,True,0,generic,70225920,8,70545408,77000108,60,True,9,8,branch,0.0174623439999948
8,0.01733618400000836,0.0,0,success,3,True,0,current_task,70225920,8,70545408,77000108,60,True,9,8,branch,0.017338773999995283
8,0.020040910999995276,0.0,0,success,3,True,0.002153317999997739,oracle_source,70225920,8,70545408,77000108,60,True,9,8,branch,0.02004360700000518
8,0.019464304999999626,0.0,0,success,3,True,0.002141846000000669,oracle_direct,70225920,8,70545408,77000108,60,True,9,8,branch,0.019466961999995647
7,0.015899814999997375,0.0,0,success,3,True,0,generic,70225920,7,70545408,77000108,60,True,10,7,branch,0.01590278600001227
7,0.015783427000002348,0.0,0,success,3,True,0,current_task,70225920,7,70545408,77000108,60,True,10,7,branch,0.015786348000006
7,0.01790211000000852,0.0,0,success,3,True,0.0021035850000004075,oracle_source,70225920,7,70545408,77000108,60,True,10,7,branch,0.01790502899999069
7,0.017978944000006436,0.0,0,success,3,True,0.0021075319999965814,oracle_direct,70225920,7,70545408,77000108,60,True,10,7,branch,0.01798182299999951
14,0.025094600000002742,0.0005429029999959312,1,success,3,True,0,generic,70225920,14,70545408,77000108,61,True,11,14,branch,0.02509708099999841
14,0.025012436000011462,0.0005633809999920913,1,success,3,True,0,current_task,70225920,14,70545408,77000108,61,True,11,14,branch,0.025015077999995583
14,0.02694962099999998,0.00044196400000373615,1,success,3,True,0.00211842299999887,oracle_source,70225920,14,70545408,77000108,61,True,11,14,branch,0.02695251100000462
14,0.026433746999998675,2.1059000005152484e-05,1,success,3,True,0.0021151560000021163,oracle_direct,70225920,14,70545408,77000108,61,True,11,14,branch,0.026436508999992725
21,0.04197483300001181,0.0,0,success,3,True,0,generic,70225920,21,70545408,77000109,51,True,0,21,sequence,0.041977388999995924
21,0.041639607999997,0.0,0,success,3,True,0,current_task,70225920,21,70545408,77000109,51,True,0,21,sequence,0.04164230499999633
21,0.04517074600001081,0.0,0,success,3,True,0.0034675690000085524,oracle_source,70225920,21,70545408,77000109,51,True,0,21,sequence,0.0451735890000009
21,0.045210879999999065,0.0,0,success,3,True,0.003854572000008716,oracle_direct,70225920,21,70545408,77000109,51,True,0,21,sequence,0.045213834999998426
16,0.05394573799999591,0.0,0,success,7,True,0,generic,70225920,16,70545408,77000109,51,True,1,16,all_of,0.05395890300000872
16,0.05421886699998879,0.0,0,success,7,True,0,current_task,70225920,16,70545408,77000109,51,True,1,16,all_of,0.054222032999987846
16,0.06116806200000724,0.0,0,success,7,True,0.006927564999998026,oracle_source,70225920,16,70545408,77000109,51,True,1,16,all_of,0.06117122199999869
16,0.06939006199999653,0.0,0,success,7,True,0.0068959159999906205,oracle_direct,70225920,16,70545408,77000109,51,True,1,16,all_of,0.06939322499999889
124,0.30619948000000363,0.1821169149999946,124,success,2,True,0,generic,70225920,124,70545408,77000109,59,True,2,124,condition_then,0.30626280999999267
124,0.3054524770000029,0.18132501499988507,124,success,2,True,0,current_task,70225920,124,70545408,77000109,59,True,2,124,condition_then,0.30550338300000135
8,0.020372218999995084,0.010392107000029682,8,success,2,True,0.002985890999994467,oracle_source,70225920,8,70545408,77000109,52,True,2,8,condition_then,0.020374614999994378
8,0.0100457930000033,0.00019976299999768798,8,success,2,True,0.002970762999993326,oracle_direct,70225920,8,70545408,77000109,52,True,2,8,condition_then,0.010048248000003923
304,0.7444295330000017,0.4099421349998664,289,success,3,True,0,generic,70225920,304,70545408,77000109,75,True,3,304,sequence,0.7444985619999898
304,0.7427596270000123,0.408438457999992,289,success,3,True,0,current_task,70225920,304,70545408,77000109,75,True,3,304,sequence,0.7427985129999968
182,0.6284680320000007,0.34585141999987457,168,success,3,True,0.003523684000001026,oracle_source,70225920,182,70545408,77000109,64,True,3,182,sequence,0.6285357050000044
17,0.01580260299999736,0.0003762319999935926,17,success,3,True,0.003443906000001107,oracle_direct,70225920,17,70545408,77000109,59,True,3,17,sequence,0.015813238999996315
296,1.2623723869999992,0.7083210279999292,289,success,7,True,0,generic,70225920,296,70545408,77000109,75,True,4,296,all_of,1.262452304000007
296,1.2602579899999995,0.7080749660000834,289,success,7,True,0,current_task,70225920,296,70545408,77000109,75,True,4,296,all_of,1.260416909
20,0.044539458000002696,0.003182256000002326,7,success,7,True,0.007100367999996138,oracle_source,70225920,20,70545408,77000109,56,True,4,20,all_of,0.04454247799999678
20,0.04164028900000005,0.00018490599998699508,7,success,7,True,0.007065241999995919,oracle_direct,70225920,20,70545408,77000109,56,True,4,20,all_of,0.041643913000001476
21,0.02683734100000379,0.006203983000006019,12,success,2,True,0,generic,70225920,21,70545408,77000109,54,True,5,21,condition_then,0.026841197000010197
21,0.026652435000002583,0.006130696999960605,12,success,2,True,0,current_task,70225920,21,70545408,77000109,54,True,5,21,condition_then,0.026670156999998085
11,0.02129184500000747,0.0008757429999945998,2,success,2,True,0.0029427110000028733,oracle_source,70225920,11,70545408,77000109,53,True,5,11,condition_then,0.021294553000004157
11,0.02040644299999883,4.695800001286443e-05,2,success,2,True,0.002915319000010186,oracle_direct,70225920,11,70545408,77000109,53,True,5,11,condition_then,0.02040925099998958
196,0.6645263369999981,0.3451097140001167,172,success,3,True,0,generic,70225920,196,70545408,77000109,66,True,6,196,sequence,0.6646071710000001
196,0.6858547070000043,0.3557988840000945,172,success,3,True,0,current_task,70225920,196,70545408,77000109,66,True,6,196,sequence,0.6860039650000118
16,0.029901065999993648,0.016009430999986307,16,success,3,True,0.0035222509999925933,oracle_source,70225920,16,70545408,77000109,61,True,6,16,sequence,0.029903508000003853
16,0.013884725000011144,0.0003633289999953604,16,success,3,True,0.0035237750000050028,oracle_direct,70225920,16,70545408,77000109,61,True,6,16,sequence,0.013887309000011783
459,2.272617892999989,1.2596492729998232,450,success,7,True,0,generic,70225920,459,70545408,77000109,81,True,7,459,all_of,2.2728108260000113
443,2.1689761619999928,1.219054063999863,443,success,7,True,0,current_task,70225920,443,70545408,77000109,81,True,7,443,all_of,2.1691344670000063
15,0.03528289799999129,0.016946337000049994,15,success,7,True,0.007339823999998885,oracle_source,70225920,15,70545408,77000109,60,True,7,15,all_of,0.035285694999998896
15,0.01935713499999281,0.0004042340000154354,15,success,7,True,0.007136985999991907,oracle_direct,70225920,15,70545408,77000109,58,True,7,15,all_of,0.019359534999978223
13,0.021688383999986627,0.0,0,success,2,True,0,generic,70225920,13,70545408,77000109,51,True,8,13,condition_then,0.02169108300000744
13,0.02172825899999964,0.0,0,success,2,True,0,current_task,70225920,13,70545408,77000109,51,True,8,13,condition_then,0.02173079599998573
13,0.024645630999998502,0.0,0,success,2,True,0.0029948769999919023,oracle_source,70225920,13,70545408,77000109,51,True,8,13,condition_then,0.02464854699999819
13,0.02467721000000722,0.0,0,success,2,True,0.0030236409999986336,oracle_direct,70225920,13,70545408,77000109,51,True,8,13,condition_then,0.024679916999986062
289,0.7155301450000024,0.4116708819999957,289,success,3,True,0,generic,70225920,289,70545408,77000109,76,True,9,289,branch,0.7156072630000097
289,0.7063595150000026,0.4068475960000768,289,success,3,True,0,current_task,70225920,289,70545408,77000109,76,True,9,289,branch,0.7064266439999756
8,0.017421704000000204,0.008364565999997353,8,success,3,True,0.003567525999997656,oracle_source,70225920,8,70545408,77000109,55,True,9,8,branch,0.017424136000016688
8,0.011255961000003367,0.00018544700000688863,8,success,3,True,0.003519746999998574,oracle_direct,70225920,8,70545408,77000109,53,True,9,8,branch,0.01125837600000068
8,0.018944104999988554,0.0,0,success,3,True,0,generic,70225920,8,70545408,77000109,51,True,10,8,branch,0.01894704599999386
8,0.01896883999999943,0.0,0,success,3,True,0,current_task,70225920,8,70545408,77000109,51,True,10,8,branch,0.018971612000001414
8,0.022449593999994022,0.0,0,success,3,True,0.003559359999997014,oracle_source,70225920,8,70545408,77000109,51,True,10,8,branch,0.02246220199998561
8,0.030300711999998953,0.0,0,success,3,True,0.011290634999994609,oracle_direct,70225920,8,70545408,77000109,51,True,10,8,branch,0.030303465000002916
163,0.5351230929999957,0.30922581600003696,163,success,3,True,0,generic,70225920,163,70545408,77000109,64,True,11,163,branch,0.5357575220000115
212,0.5786121350000002,0.33516177199992114,212,success,3,True,0,current_task,70225920,212,70545408,77000109,71,True,11,212,branch,0.5786333970000044
7,0.01978379099999472,0.009532818000010934,7,success,3,True,0.0036536070000039444,oracle_source,70225920,7,70545408,77000109,55,True,11,7,branch,0.019786339999996017
7,0.008762287999999785,0.00015887500001099397,7,success,3,True,0.0035008310000108622,oracle_direct,70225920,7,70545408,77000109,56,True,11,7,branch,0.008764724999991813
9,0.005671188999999965,0.0,0,success,2,True,0,generic,63885312,9,64028672,77000110,12,True,0,9,condition_then,0.005674098999996602
9,0.004640284999999966,0.0,0,success,2,True,0,current_task,63885312,9,64036864,77000110,12,True,0,9,condition_then,0.004643129000001522
9,0.02700145599999998,0.0,0,success,2,True,0.022338658999999983,oracle_source,65495040,9,65622016,77000110,12,True,0,9,condition_then,0.0449812129999998
9,0.01610251600000001,0.0,0,success,2,True,0.011517624000000004,oracle_direct,65626112,9,65769472,77000110,12,True,0,9,condition_then,0.01610536100000104
10,0.005150517999999993,0.0,0,success,2,True,0,generic,65626112,10,65773568,77000110,12,True,1,10,condition_then,0.005153083999999808
10,0.005042256000000023,0.0,0,success,2,True,0,current_task,65626112,10,65773568,77000110,12,True,1,10,condition_then,0.005044991999994863
10,0.006081564000000039,0.0,0,success,2,True,0.0010052950000000171,oracle_source,65626112,10,65773568,77000110,12,True,1,10,condition_then,0.0060842970000010155
10,0.005994121000000019,0.0,0,success,2,True,0.0009225809999999779,oracle_direct,65626112,10,65773568,77000110,12,True,1,10,condition_then,0.0059969129999970505
13,0.00658436200000001,0.0,0,success,3,True,0,generic,65626112,13,65773568,77000110,12,True,2,13,sequence,0.006587148000001264
13,0.006537273999999982,0.0,0,success,3,True,0,current_task,65626112,13,65773568,77000110,12,True,2,13,sequence,0.00654004000000441
13,0.007521559999999983,0.0,0,success,3,True,0.0008243679999999642,oracle_source,65626112,13,65773568,77000110,12,True,2,13,sequence,0.007524381999999719
13,0.007405683999999968,0.0,0,success,3,True,0.0007627129999999704,oracle_direct,66543616,13,66318336,77000110,12,True,2,13,sequence,0.007408434999994995
10,0.005116463999999987,0.0,0,success,7,True,0,generic,66543616,10,66318336,77000110,12,True,3,10,all_of,0.00511919000000205
10,0.005162989999999978,0.0,0,success,7,True,0,current_task,66543616,10,66318336,77000110,12,True,3,10,all_of,0.005165747999996029
10,0.006045176000000041,0.0,0,success,7,True,0.0009643590000000257,oracle_source,66543616,10,66318336,77000110,12,True,3,10,all_of,0.0060480989999973644
10,0.006000772999999959,0.0,0,success,7,True,0.0009334109999999951,oracle_direct,66543616,10,66318336,77000110,12,True,3,10,all_of,0.006003546000002302
10,0.004977725000000044,0.0,0,success,2,True,0,generic,66543616,10,66318336,77000110,12,True,4,10,condition_then,0.004980612000004214
10,0.0049639489999999675,0.0,0,success,2,True,0,current_task,66543616,10,66318336,77000110,12,True,4,10,condition_then,0.004966725999999255
10,0.005895598000000057,0.0,0,success,2,True,0.000840567999999986,oracle_source,66543616,10,66318336,77000110,12,True,4,10,condition_then,0.005898409000003824
10,0.005706074000000005,0.0,0,success,2,True,0.0007763179999999981,oracle_direct,66543616,10,66318336,77000110,12,True,4,10,condition_then,0.005708824000002721
10,0.004989466999999914,0.0,0,success,3,True,0,generic,66543616,10,66318336,77000110,12,True,5,10,sequence,0.005006098999999153
10,0.004959630999999964,0.0,0,success,3,True,0,current_task,66543616,10,66318336,77000110,12,True,5,10,sequence,0.004962386999999069
10,0.0057675180000000825,0.0,0,success,3,True,0.0008209720000000864,oracle_source,66543616,10,66318336,77000110,12,True,5,10,sequence,0.005770209000004911
10,0.005789068000000008,0.0,0,success,3,True,0.0008232649999999619,oracle_direct,66543616,10,66318336,77000110,12,True,5,10,sequence,0.005791709000000367
10,0.005090466000000071,0.0,0,success,7,True,0,generic,66543616,10,66318336,77000110,12,True,6,10,all_of,0.0050932420000009415
10,0.005041945000000103,0.0,0,success,7,True,0,current_task,66543616,10,66318336,77000110,12,True,6,10,all_of,0.005044781000002274
10,0.00739146700000004,0.0,0,success,7,True,0.0013862860000000143,oracle_source,66543616,10,66318336,77000110,12,True,6,10,all_of,0.007393937000003348
10,0.007062223000000034,0.0,0,success,7,True,0.0018040850000000663,oracle_direct,66543616,10,66318336,77000110,12,True,6,10,all_of,0.007065423000000237
11,0.005546264999999995,0.0,0,success,3,True,0,generic,66543616,11,66318336,77000110,12,True,7,11,sequence,0.005548964999995576
11,0.0054690710000000475,0.0,0,success,3,True,0,current_task,66543616,11,66318336,77000110,12,True,7,11,sequence,0.00547179099999795
11,0.006405017999999929,0.0,0,success,3,True,0.0008543939999999806,oracle_source,66543616,11,66318336,77000110,12,True,7,11,sequence,0.006407852000002379
11,0.006372417000000019,0.0,0,success,3,True,0.0008826469999999587,oracle_direct,66543616,11,66318336,77000110,12,True,7,11,sequence,0.006374991000001273
10,0.005074565000000031,0.0,0,success,7,True,0,generic,66543616,10,66318336,77000110,12,True,8,10,all_of,0.005077321999998219
10,0.005070828000000027,0.0,0,success,7,True,0,current_task,66543616,10,66318336,77000110,12,True,8,10,all_of,0.005073626000005049
10,0.0066528390000000215,0.0,0,success,7,True,0.0011583710000000469,oracle_source,66543616,10,66318336,77000110,12,True,8,10,all_of,0.006655666000000338
10,0.006161081999999984,0.0,0,success,7,True,0.001078511999999976,oracle_direct,66543616,10,66318336,77000110,12,True,8,10,all_of,0.0061637049999987426
11,0.005602890999999999,0.0,0,success,3,True,0,generic,66543616,11,66318336,77000110,12,True,9,11,branch,0.0056055310000004965
11,0.0055039959999999555,0.0,0,success,3,True,0,current_task,66543616,11,66318336,77000110,12,True,9,11,branch,0.005506846000002952
11,0.00646228400000004,0.0,0,success,3,True,0.0009981310000000132,oracle_source,66543616,11,66318336,77000110,12,True,9,11,branch,0.006465179999999293
11,0.007294355999999946,0.0,0,success,3,True,0.0011057129999999527,oracle_direct,66543616,11,66318336,77000110,12,True,9,11,branch,0.00729704699999445
10,0.004977083999999965,0.0,0,success,3,True,0,generic,66543616,10,66318336,77000110,12,True,10,10,branch,0.004979839000000652
10,0.004921269999999978,0.0,0,success,3,True,0,current_task,66543616,10,66318336,77000110,12,True,10,10,branch,0.004923945000001595
10,0.005927427000000041,0.0,0,success,3,True,0.0009821520000000694,oracle_source,66543616,10,66318336,77000110,12,True,10,10,branch,0.005930167999999014
10,0.005999621000000066,0.0,0,success,3,True,0.0009979720000000691,oracle_direct,66543616,10,66318336,77000110,12,True,10,10,branch,0.006002463999998042
11,0.0055009120000000244,0.0,0,success,3,True,0,generic,66543616,11,66318336,77000110,12,True,11,11,branch,0.005503550000000246
11,0.005411975000000013,0.0,0,success,3,True,0,current_task,66543616,11,66318336,77000110,12,True,11,11,branch,0.005414844000000585
11,0.006725234000000024,0.0,0,success,3,True,0.0010590449999999807,oracle_source,66543616,11,66318336,77000110,12,True,11,11,branch,0.006727911999995229
